,Unnamed: 0,addedsqft,applieddate,coissueddate,completeddate,contractoraddress1,contractoraddress2,contractorcity,contractorcompanydesc,contractorcompanyname,contractoremail,contractorfullname,contractorlicnum,contractorphone,contractorstate,contractorstatelic,contractortrade,contractortrademapped,contractorzip,description,estprojectcost,expiresdate,fee,housingunits,issueddate,latitude,longitude,lastupdated,link,masterpermitnum,originaladdress1,city,state,originalzip,pin,permitclass,permitclassmapped,permitnum,permittype,permittypedesc,permittypemapped,proposedused,publisher,status,statuscurrentmapped,statusdate,totalsqft,workclass,workclassmapped,id,issuedYear,issuedMonth,issuedDay
29,29,,2017-03-10,2017-03-13,2017-03-14,P O BOX 8658,,MISSION HILLS,,ROOTER HERO PLUMBING INC,,ALLEN Michael JOHNSON ,973014.0,888 929-4376,CA,CA,CSLB Contractor,,91346.0,"Cross street: DEL RIO

Description of Work: SPOT REPAIR SEWER PIPE",,,247.0,0.0,2017-03-10,32.73932103723766,-116.97917303507784,2017-03-22,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L1X,,3334 S GRANADA AVE ,SPRING VALLEY,CA,91977.0,505-190-05-00,Residential Alteration-Addn,Residential,PDS2017-RESALT-001711,Residential Alteration or Addition - Plan Check-Permit,8010 - ACC - Plumbing Only,Plumbing,"Cross street: DEL RIO

Description of Work: SPOT REPAIR SEWER PIPE",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-03-14,,Existing,Existing,36,2017.0,3.0,4.0
30,30,,2017-07-13,,,,,,,,,,,,,,,,,"CROSS STREET: Camino Del Rey 

Description of Work: HVAC Change Out - Split System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",,,282.0,0.0,2017-07-13,33.29576655952971,-117.21114905320394,2017-07-14,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=01PHH,,31981 ARLINGTON CIR ,BONSALL,CA,92003.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-005625,Residential Alteration or Addition - Plan Check-Permit,8023 - ACC - (Online) Mechanical - HVAC Change Out,Mechanical,"CROSS STREET: Camino Del Rey 

Description of Work: HVAC Change Out - Split System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-07-13,,Existing,Existing,81270,2017.0,7.0,3.0
31,31,,2017-05-12,,,7100 WEST FLORIDA AVENUE,,HEMET,,HOSOPO CORPORATION,HOLLY.THOMPSON@HORIZONSOLARPOWER.COM,Alan Gillett ,1004233.0,951 926-1176,CA,CA,CSLB Contractor,,92545.0,"CROSS STREET: Hannalei Dr 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-05-12,33.17820915636413,-117.22720421804236,2017-05-13,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016UE,,480 PARADISE VIEW DR ,VISTA,CA,92083.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003658,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Hannalei Dr 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78796,2017.0,5.0,4.0
32,32,,2017-03-10,2017-06-28,2017-06-29,5431 AVENIDA ENCINAS ST B,,CARLSBAD,,P R P AQUATICS INC,CARRIEJONES@HOTMAIL.COM,DAVID JONES ,992714.0,916 743-2290,CA,CA,CSLB Contractor,,92008.0,"Cross street: MIRAR DE VALLE RD 

Description of Work: 525 SQ FT POOL",40425.0,,820.28,0.0,2017-03-15,33.20368570197465,-117.04322688681448,2017-07-01,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L5O,,27245 RED IRONBARK DR ,VALLEY CENTER,CA,92082.0,186-261-02-00,New Residential Acc Structure,Residential,PDS2017-RESACC-000165,New Residential Detached Accessory Structure - Plan Check-Permit,3293 - RES - Pool/Spa For SFD Or Duplex,Pool/Spa,"Cross street: MIRAR DE VALLE RD 

Description of Work: 525 SQ FT POOL",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-06-29,525.0,New,New,40,2017.0,3.0,2.0
33,33,,2010-12-20,,,,,,,,,,,,,,,,,"Cross street:  GLENMEADE

Description of Work: FND REPAIR, 1770 SF ROOF RESTRUCTURE FROM 'FLAT' TO GABLE WITH PRE-FAB TRUSSES AND CLASS A COMP REROOF, 200 SF WINDOW REPLACEMENT, 2000 SF EXTERIOR STUCCO, INSTALL NEW SHOWER, MINOR INTERIOR REMODEL 15 LF WALLS.FOR EXISTING SFD

15-JUN-2011: PLAN CHANGE, SEE C OF A.KSG
03/11/11 Plan Change change siding see C of A...VMD",46234.5,,1150.31,,2010-12-21,33.21913640599439,-117.11069026108493,2017-07-01,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=10KVA&amp;capID2;=00000&amp;capID3;=40104,,28108 MTN MEADOW RD ,ESCONDIDO,CA,92026.0,186-570-06-00,Residential Alteration-Addn,Residential,PDS2010-1005-20100735,Residential Alteration or Addition - Plan Check-Permit,"3310 - RES - Misc. (Antennas, Tennis Cts, Gazebo)",Other,"Cross street:  GLENMEADE

Description of Work: FND REPAIR, 1770 SF ROOF RESTRUCTURE FROM 'FLAT' TO GABLE WITH PRE-FAB TRUSSES AND CLASS A COMP REROOF, 200 SF WINDOW REPLACEMENT, 2000 SF EXTERIOR STUCCO, INSTALL NEW SHOWER, MINOR INTERIOR REMODEL 15 LF WALLS.FOR EXISTING SFD

15-JUN-2011: PLAN CHANGE, SEE C OF A.KSG
03/11/11 Plan Change change siding see C of A...VMD",San Diego - Prod 7.3.3.8.1,Issued Expired,Permit Expired,2012-02-20,5740.0,Existing,Existing,69891,2010.0,12.0,1.0
34,34,,2010-09-03,,,12658 W WASHINGTON BLVD,,LOS ANGELES,,PACIFIC HOME REMODELING INC,,,768166.0,310) 437-4700,CA,CA,CSLB Contractor,,90066.0,"Cross Street: Vine

Description of Work: Roof  MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD
NO. OF MODULES: 10
NO. OF INVERTERS: 1
TOTAL SYSTEM SIZE IN KILOWATTS: 2.2

Per Section 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5' above the highest point of the existing roof.",,,0.0,,2010-09-03,32.682016473601564,-116.51239422047891,2017-07-01,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=10KVA&amp;capID2;=00000&amp;capID3;=02463,,2467 GLADIOLA DR ,CAMPO,CA,91906.0,606-052-38-00,Residential Alteration-Addn,Residential,PDS2010-1031-20100652,Residential Alteration or Addition - Plan Check-Permit,8003 - REN - Solar Photovoltaic Residential (HRA),Electrical,"Cross Street: Vine

Description of Work: Roof  MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD
NO. OF MODULES: 10
NO. OF INVERTERS: 1
TOTAL SYSTEM SIZE IN KILOWATTS: 2.2

Per Section 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5' above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued Invalid Expired,Permit Expired,2017-06-28,,Existing,Existing,71941,2010.0,9.0,4.0
35,35,,2017-03-09,2017-05-31,2017-06-01,1024 FLORIDA CENTRAL PARKWAY,,LONGWOOD,,SEARS HOME IMPROVEMENT PRODUCTS INC,,Gabriel Rubio ,721379.0,407 551-5402,FL,CA,CSLB Contractor,,32750.0,"Cross street: ALAMEDA WAY 

Description of Work: 15 S.F. GARAGE REPLACEMENT AND 61 S.F SIDING FOR EXISTING SFD.",2432.0,,1.86,0.0,2017-03-09,32.66533074170633,-117.04564054337143,2017-06-02,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KJX,,3455 WILLOW ST ,BONITA,CA,91902.0,591-130-44-00,Residential Alteration-Addn,Residential,PDS2017-RESALT-001670,Residential Alteration or Addition - Plan Check-Permit,"3310 - RES - Misc. (Antennas, Tennis Cts, Gazebo)",Other,"Cross street: ALAMEDA WAY 

Description of Work: 15 S.F. GARAGE REPLACEMENT AND 61 S.F SIDING FOR EXISTING SFD.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-06-01,76.0,Existing,Existing,72,2017.0,3.0,3.0
36,36,,2017-03-10,,,41507 CHERRY ST,,MURRIETA,,MARTIN FAMILY MOBILE HOME IMPROVEMENT INC,NONE,ARNOLD BLACK ,864633.0,951 296-1777,CA,CA,CSLB Contractor,,92562.0,"Park Name: Lamplighter Villa Mobile Est.  
Park I.D. No.37-  0689      Space No.:  79    Map ref: 1271G7
Community: Spring Valley
Description:  261 sqft awning (SPA 78-44)

Note to permittee: ONCE THIS PERMIT IS ISSUED IT WILL BE VALID FOR SIX MONTHS. Work must commence and a valid inspection performed within six months of issuance. No extension shall be granted where work has not started prior to expiration of the initial permit. Upon payment of fees, a permit extension of six months may be granted. No permit shall be extended more than two years from issuance of the initial permit to construct.",,,196.0,,2017-03-10,,,2017-03-15,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L30,,10767 JAMACHA BLVD 79 ,SPRING VALLEY,CA,91978.0,580-020-10-00,Construction in a MH Park,,PDS2017-MHPARK-000037,Mobile Home Parksite Construction - Plan Check-Permit,1154 - M.H.P. - 901a - Misc. Accessory Structures,Building,"Park Name: Lamplighter Villa Mobile Est.  
Park I.D. No.37-  0689      Space No.:  79    Map ref: 1271G7
Community: Spring Valley
Description:  261 sqft awning (SPA 78-44)

Note to permittee: ONCE THIS PERMIT IS ISSUED IT WILL BE VALID FOR SIX MONTHS. Work must commence and a valid inspection performed within six months of issuance. No extension shall be granted where work has not started prior to expiration of the initial permit. Upon payment of fees, a permit extension of six months may be granted. No permit shall be extended more than two years from issuance of the initial permit to construct.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-03-10,,Unknown,Unknown,46,2017.0,3.0,4.0
37,37,,2017-03-10,2017-04-02,2017-04-03,12411 POWAY RD SUITE 102,,POWAY,,SECURE ROOFING &amp; SOLAR INC,,David Massey ,990002.0,858 437-5330,CA,CA,CSLB Contractor,,92064.0,"Cross street: Select Way 

Description of Work: 6000 SF RE-ROOF FOR SFD

If a re-roof project is proposed, the following specifications apply.
Existing roofing material: ASPHALT SHINGLE
Proposed roofing material: ASPHALT SHINGLE
Manufacturer: CERTAINTEED
Brand and model: PRESIDENTIAL SOLARIS
Color (if cool roof required): MAX DEF BURNT SIENNA, CRRC 0668-0075
Built-up roofing assembly system number per attached listing report (if applicable): N/A
Specific exemption from cool roof requirements (if applicable): NO
Required building inspector field verification* (if applicable): YES

*Note: Self-certification by a licensed contractor is acceptable if a signed letter on company letterhead is provided to the building inspector.",35580.0,,9.3,0.0,2017-03-10,33.396886452900475,-117.13688524470626,2017-04-04,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L5L,,6035 RAINBOW HEIGHTS RD ,FALLBROOK,CA,92028.0,109-320-07-00,Residential Alteration-Addn,Residential,PDS2017-RESALT-001726,Residential Alteration or Addition - Plan Check-Permit,"3310 - RES - Misc. (Antennas, Tennis Cts, Gazebo)",Other,"Cross street: Select Way 

Description of Work: 6000 SF RE-ROOF FOR SFD

If a re-roof project is proposed, the following specifications apply.
Existing roofing material: ASPHALT SHINGLE
Proposed roofing material: ASPHALT SHINGLE
Manufacturer: CERTAINTEED
Brand and model: PRESIDENTIAL SOLARIS
Color (if cool roof required): MAX DEF BURNT SIENNA, CRRC 0668-0075
Built-up roofing assembly system number per attached listing report (if applicable): N/A
Specific exemption from cool roof requirements (if applicable): NO
Required building inspector field verification* (if applicable): YES

*Note: Self-certification by a licensed contractor is acceptable if a signed letter on company letterhead is provided to the building inspector.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-04-03,6000.0,Existing,Existing,44,2017.0,3.0,4.0
38,38,,2017-03-09,,,3055 CLEARVIEW,ATTN ZOE STEELE,SAN MATEO,,SOLARCITY CORPORATION,,Janet F Solis ,888104.0,650 963-5100,CA,CA,CSLB Contractor,,94402.0,"CROSS STREET: Del Amo rd  

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-09,33.025645827743375,-116.80717595578326,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KIM,,24212 SARGEANT RD ,RAMONA,CA,92065.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001662,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Del Amo rd  

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-03-09,,Existing,Existing,51,2017.0,3.0,3.0
39,39,,2017-03-09,2017-03-16,2017-03-17,1526 STERLING COURT,,ESCONDIDO,,PALOMAR SOLAR LTD,support@palomarsolar.com,Dwight Anderson ,945152.0,760 504-0388,CA,CA,CSLB Contractor,,92029.0,"CROSS STREET: Campo Road 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,,32.72635034331745,-116.91234435840023,2017-03-18,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KL8,,3119 PINE LN ,SPRING VALLEY,CA,91978.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001679,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Campo Road 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-03-17,,Existing,Existing,48,,,
40,40,,2017-03-09,2017-03-23,2017-03-24,,,,,,,,,,,,,,,"CROSS STREET: Chase ave 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-09,32.77318652922946,-116.9460022383525,2017-03-25,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KL1,,1258 BERNITA RD ,EL CAJON,CA,92020.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001676,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Chase ave 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-03-24,,Existing,Existing,50,2017.0,3.0,3.0
41,41,,2017-03-09,2017-04-03,2017-04-04,7546 TRADE ST,,SAN DIEGO,,SUNLINE ENERGY INC,info@sunlineenergy.com,Matthew MARGOLIN Margolin ,971708.0,800 701-5022,CA,CA,CSLB Contractor,,92121.0,"CROSS STREET: Eagle Canyon Way 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-09,33.03063986110319,-117.11089099305137,2017-04-05,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KL6,,17333 4S RANCH PKWY ,SAN DIEGO,CA,92127.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001678,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Eagle Canyon Way 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-04-04,,Existing,Existing,52,2017.0,3.0,3.0
42,42,,2017-07-13,,,6056 EAST BASELINE ROAD #155,,MESA,,CALIFORNIA DELTA MECHANICAL INC,GALINA@DELTAMECHANICAL.COM,Galina Pavlova ,811114.0,480 898-0007,AZ,CA,CSLB Contractor,,85206.0,"CROSS STREET: Elfin Forest Rd 
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",,,0.0,0.0,2017-07-13,33.07482017117937,-117.16788190871435,2017-07-14,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=01POD,,20028 ELFIN FOREST RD ,ESCONDIDO,CA,92029.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-005672,Residential Alteration or Addition - Plan Check-Permit,8015 - ACC - (Online) Plumbing - HRA Water Heater R&amp;R;,Plumbing,"CROSS STREET: Elfin Forest Rd 
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-07-13,,Existing,Existing,81276,2017.0,7.0,3.0
43,43,,2017-03-09,2017-07-06,2017-07-07,3055 CLEARVIEW,ATTN ZOE STEELE,SAN MATEO,,SOLARCITY CORPORATION,,Janet F Solis ,888104.0,650 963-5100,CA,CA,CSLB Contractor,,94402.0,"CROSS STREET: Lakeview rd 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-09,32.84308041874293,-116.90465832376353,2017-07-08,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KIL,,13256 W LAKEVIEW RD ,LAKESIDE,CA,92040.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001661,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Lakeview rd 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-07-07,,Existing,Existing,54,2017.0,3.0,3.0
44,44,,2017-03-09,,,3055 CLEARVIEW,ATTN ZOE STEELE,SAN MATEO,,SOLARCITY CORPORATION,,Kelsey F Decker ,888104.0,650 963-5100,CA,CA,CSLB Contractor,,94402.0,"CROSS STREET: Premier St 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-09,33.36143690064457,-117.22298873648072,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KLB,,1758 PRINCE ST ,,CA,,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001681,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Premier St 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-03-09,,Existing,Existing,58,2017.0,3.0,3.0
45,45,,2017-03-09,2017-04-04,2017-04-05,965 RIDGE LAKE BLVD SUITE 201,,MEMPHIS,,A R S AMERICAN RESIDENTIAL SERVICES OF CALIFORNIA INC,TWICKHAM@ARS.COM,,765074.0,951 276-9744,TN,CA,CSLB Contractor,,38120.0,"CROSS STREET: GLEN VISTA ST 

Description of Work: HVAC Change Out - Package System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",,,247.0,0.0,2017-03-09,32.69851986849044,-117.02433784102405,2017-04-06,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KK5,,8120 CACUS ST ,SPRING VALLEY,CA,91977.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001672,Residential Alteration or Addition - Plan Check-Permit,8023 - ACC - (Online) Mechanical - HVAC Change Out,Mechanical,"CROSS STREET: GLEN VISTA ST 

Description of Work: HVAC Change Out - Package System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-04-05,,Existing,Existing,53,2017.0,3.0,3.0
46,46,,2017-03-09,2017-04-05,2017-04-06,3055 CLEARVIEW,ATTN ZOE STEELE,SAN MATEO,,SOLARCITY CORPORATION,,Janet F Solis ,888104.0,650 963-5100,CA,CA,CSLB Contractor,,94402.0,"CROSS STREET: Pamo Rd  

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-09,33.07303292477821,-116.8554565428812,2017-04-07,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KIP,,267 E WASHINGTON ST ,RAMONA,CA,92065.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001663,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Pamo Rd  

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-04-06,,Existing,Existing,57,2017.0,3.0,3.0
47,47,,2017-03-09,2017-04-13,2017-04-14,9338 BOND AVE,SUITE 105,EL CAJON,,SOLAR TECH INC,,Robert Wheat ,865321.0,619 743-9193,CA,CA,CSLB Contractor,,92021.0,"CROSS STREET: Midway Ct 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-10,32.83563526210485,-116.78411880143436,2017-04-15,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KN0,,1378 PEACEFUL PL ,ALPINE,CA,91901.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001689,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Midway Ct 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-04-14,,Existing,Existing,55,2017.0,3.0,4.0
